age,sex,is_camp_user,night_call_dura_rate,night_call_cnt_rate,called_cnt_rate,contact_ratio,once_numbers,once_numbers_rate,top5_call_dura_rate,top5_call_cnt_rate,top5_opp_belo_cnt,top10_call_dura_rate,top10_call_cnt_rate,top10_opp_belo_cnt,label
37,1,0,2.4706,3.6496,51.0949,6,3,30,86.775,83.9416,2,95.2305,93.4307,2,0
23,1,0,1.2328,2.6667,40,5,1,16.6667,97.4639,98.6667,1,100,100,2,0
35,2,0,1.2675,1.7241,41.3793,5,3,42.8571,96.7195,91.3793,1,100,100,1,0
17,2,0,0.091,2.5974,84.4156,4,0,0,99.4539,83.1169,3,99.8436,92.2078,4,0
27,1,0,0.8227,4.4025,45.9119,4,5,41.6667,92.3951,89.9371,2,98.7611,93.7107,2,0
61,2,0,0.3954,1.6393,41.8033,7,18,64.2857,60.6343,36.0656,1,75.9638,63.1148,1,0
54,1,0,6.5992,7.4074,66.6667,2,4,66.6667,78.3237,62.963,1,99.0366,92.5926,1,0
55,2,0,2.0316,20,100,0,0,0,100,100,2,100,100,2,0
33,2,0,0.0222,0.2778,33.8889,7,4,30.7692,88.2858,88.6111,1,97.2323,95,1,0
69,2,0,3.5228,1.1561,51.4451,3,4,44.4444,95.0463,82.0809,1,99.0502,88.4393,1,0
57,1,0,1.7271,1.8349,63.3028,7,8,50,84.7816,72.4771,2,93.9669,85.3211,2,0
56,1,0,7.5152,11.3636,75,4,3,60,93.0061,84.0909,1,100,100,1,0
53,2,0,0.236,1,41,9,4,30.7692,87.3308,68,1,95.5409,84,1,0
62,1,0,0.1281,1.5625,60.9375,6,8,57.1429,74.7473,46.875,2,89.5658,65.625,3,0
39,2,0,22.0501,17.0732,14.6341,3,2,33.3333,97.5907,90.2439,3,100,100,3,0
30,2,0,7.0175,6.4103,57.6923,5,8,61.5385,94.7197,66.6667,1,98.4215,84.6154,2,0
34,2,0,0.0527,0.3135,53.605,8,8,53.3333,81.8134,84.326,1,89.9631,88.4013,3,0
18,2,0,8.9023,20,80,0,2,66.6667,70.415,28,3,86.2784,52,3,0
40,2,0,9.4593,3.9604,39.604,6,8,53.3333,66.5198,54.4554,2,91.3566,79.2079,2,0
32,2,0,0.5594,1.4184,46.8085,5,3,42.8571,97.1489,92.9078,2,99.6511,96.4539,3,0
44,1,0,1.1471,7.5758,33.3333,4,3,37.5,96.5588,89.3939,1,100,100,1,0
22,2,0,8.5342,11.3402,93.8144,2,6,100,48.7223,24.7423,2,59.9084,31.9588,2,0
54,1,0,16.3681,15.3153,9.009,6,153,87.4286,15.9155,4.5045,1,25.2876,7.2072,2,0
23,2,0,0.9579,7.1429,57.1429,0,3,75,97.5427,50,2,100,85.7143,3,0
32,1,1,15.5651,22.5166,66.2252,11,10,66.6667,75.5794,63.5762,1,84.6781,70.8609,1,0
33,1,0,2.4511,1.7544,72.807,3,2,25,84.7235,80.7018,1,96.5799,93.8596,3,0
26,1,0,8.4848,16.6667,66.6667,0,0,0,100,100,5,100,100,8,0
21,2,1,3.1,12,60,1,3,50,67.0333,40,2,88.7333,60,2,0
32,2,0,1.9833,9.0909,39.3939,3,0,0,100,100,2,100,100,5,0
26,1,0,7.0339,20,96,1,1,100,78.9831,44,3,90.339,64,3,0
38,1,0,8.7806,10.8108,31.0811,3,4,33.3333,80.9087,68.9189,3,96.4925,87.8378,3,0
36,2,0,0.6022,5,65,5,4,50,93.5341,58.3333,1,98.5314,83.3333,2,0
54,2,0,9.2862,13.3005,4.9261,2,8,66.6667,96.4432,93.5961,4,99.4662,96.5517,5,0
54,2,0,0.3908,1.1561,45.6647,9,8,40,83.79,70.5202,1,92.1678,83.237,1,0
37,1,0,3.8477,2.7304,39.5904,10,6,40,84.4287,85.6655,2,95.4421,92.8328,2,0
24,2,1,7.1034,2.9412,73.5294,3,2,50,66.5351,52.9412,2,90.7656,82.3529,2,0
50,1,0,0.5017,0.6452,69.0323,4,8,72.7273,70.1744,64.5161,2,79.8017,74.8387,3,0
53,1,0,1.3639,2.439,65.8537,4,9,81.8182,75.3843,56.0976,3,94.3711,80.4878,4,0
58,1,0,68.7027,27.5,67.5,2,4,66.6667,99.7719,95,1,100,100,2,0
23,2,0,0.2442,0.4762,74.7619,0,38,90.4762,46.0012,30,3,64.4383,38.5714,6,1
0,1,0,11.1153,7.2072,63.0631,8,10,66.6667,82.2988,69.3694,2,93.351,80.1802,2,0
59,1,0,0.1534,0.6098,29.5732,20,31,49.2063,47.6061,30.1829,2,65.0452,42.378,2,0
22,1,0,10.5079,7.1429,75,1,2,66.6667,79.5096,67.8571,2,94.5709,85.7143,3,0
58,1,0,11.5688,25.7353,53.6765,6,1,16.6667,96.8946,96.3235,2,100,100,5,0
17,1,1,100,100,0,0,0,0,100,100,2,100,100,2,1
64,2,0,0.2066,2,72,11,7,63.6364,84.8013,53,2,95.8749,77,2,0
53,2,0,1.0314,5,75,2,2,66.6667,99.6953,95,3,100,100,5,0
83,1,0,0.5501,3.7736,24.5283,6,4,30.7692,77.0716,39.6226,3,92.8137,71.6981,3,0
35,1,0,2.5484,4.878,43.0894,9,3,23.0769,76.7214,66.6667,2,95.6628,93.4959,2,0
43,2,0,19.05,19.6721,88.5246,1,3,60,56.6953,16.3934,2,75.6443,29.5082,2,0
27,2,0,4.8544,3.125,46.875,4,1,14.2857,86.0133,67.1875,1,94.1444,79.6875,1,0
54,2,0,0.8855,1.1236,64.0449,7,9,81.8182,64.411,20.2247,2,86.8075,50.5618,2,0
41,2,0,4.1667,4.5455,40.9091,0,4,50,75.1302,63.6364,1,96.224,90.9091,1,0
49,1,0,0.3204,0.365,57.2993,23,15,50,46.879,45.2555,1,68.7473,62.7737,1,0
27,1,0,10.5647,17.6471,82.3529,0,1,50,65.2095,35.2941,3,89.2532,70.5882,3,0
43,1,0,1.423,0.4386,39.4737,12,8,28.5714,60.533,21.0526,1,79.0452,62.2807,1,0
29,2,0,0.2337,0.4651,43.7209,6,8,61.5385,85.9581,88.3721,1,96.3422,95.3488,1,0
20,1,0,8.7963,33.3333,33.3333,0,1,50,100,100,2,100,100,4,0
37,1,0,2.9765,3.7037,77.7778,4,2,40,87.407,79.6296,2,97.4814,94.4444,3,0
34,2,1,0.2169,0.8264,80.1653,15,14,77.7778,47.9903,33.8843,1,65.4332,55.3719,1,0
58,2,0,1.6784,3.0928,60.8247,5,18,72,47.5184,16.4948,3,69.4363,36.0825,5,1
53,1,0,2.5592,2.3529,60,4,5,55.5556,79.1062,82.3529,2,97.9374,96.4706,4,0
67,1,0,1.0077,2.7972,32.1678,12,14,48.2759,60.2865,42.6573,4,81.4764,65.7343,4,0
32,1,0,0.9934,3.2258,64.5161,4,4,57.1429,81.2914,64.5161,1,100,100,1,0
62,1,0,2.3409,3.6145,62.6506,5,5,55.5556,79.9538,87.9518,1,97.8239,95.1807,2,0
27,1,0,46.1775,27.907,45.3488,4,0,0,99.471,98.8372,2,100,100,3,0
48,2,0,2.9904,0.4098,50,17,24,57.1429,77.6583,66.8033,2,89.8893,74.7951,3,0
41,2,0,17.1136,3.2746,46.8514,15,6,28.5714,84.3787,72.0403,2,94.5331,89.6725,2,0
41,2,0,2.7787,2.7149,57.9186,9,20,54.0541,59.9794,55.2036,1,76.6862,67.8733,1,0
63,2,0,1.2758,4.9275,66.087,13,6,26.087,75.3572,71.0145,2,90.5,80.8696,2,0
33,1,0,0.4776,3.2258,77.4194,4,3,60,94.7612,54.8387,3,99.1462,87.0968,4,0
36,1,0,1.3976,2.2222,77.7778,2,6,75,50.6024,31.1111,2,69.6867,44.4444,2,0
25,1,0,1.8854,2.5,80,0,6,85.7143,42.911,20,3,68.552,40,3,0
51,2,0,5.4536,4.3478,50,1,9,60,61.4679,36.9565,1,80.3262,58.6957,3,0
45,1,1,0.8424,1.1976,67.6647,7,8,44.4444,75,66.4671,2,86.8739,82.6347,2,0
56,1,0,14.9373,1.1111,53.3333,10,7,53.8462,66.1802,70,2,91.1973,90,2,0
49,1,0,0.0851,0.4739,59.2417,5,4,22.2222,83.559,65.8768,1,92.7576,80.5687,1,0
32,2,0,40.1486,8.3333,71.6667,5,7,63.6364,85.5447,31.6667,1,92.8856,46.6667,2,0
21,2,0,8.1921,9.0909,86.3636,0,3,100,70.2448,22.7273,2,88.7006,45.4545,2,0
41,1,0,5.2658,3.0612,51.0204,3,6,75,79.0873,83.6735,2,95.5366,91.8367,3,0
34,1,0,0.2645,0.4255,56.1702,8,2,28.5714,83.1252,79.5745,1,91.8487,86.383,2,0
19,2,0,1.1971,6.6667,6.6667,2,4,50,90.7422,66.6667,2,100,100,3,0
27,2,0,1.6448,3.4483,54.1872,6,2,20,87.5259,86.6995,1,96.2222,91.6256,3,0
42,1,1,0.5519,4.7059,47.0588,4,8,61.5385,76.4567,77.6471,3,95.2588,91.7647,3,0
29,1,0,5.4109,2.9126,68.932,10,3,23.0769,71.074,52.4272,2,87.2864,71.8447,2,0
24,2,0,0.2808,1.8182,81.8182,0,7,87.5,64.7114,12.7273,3,77.9719,25.4545,3,0
41,2,0,2.0748,3.5088,31.5789,4,5,45.4545,87.1063,70.1754,1,99.4442,98.2456,1,0
30,1,0,8.2434,16.6667,88.8889,2,0,0,90.4662,66.6667,3,99.4469,94.4444,3,0
25,1,0,10.2804,16.8831,75.3247,3,6,54.5455,91.1727,59.7403,2,98.2589,83.1169,2,0
40,1,0,3.7799,12.9032,74.1935,1,3,75,92.515,70.9677,1,98.0913,87.0968,2,0
0,1,1,0.1266,0.4587,47.7064,7,8,50,69.6044,77.9817,2,89.2326,83.0275,2,0
33,2,0,0.1964,1.3158,53.9474,2,5,83.3333,90.3506,76.3158,1,95.6522,85.5263,2,0
51,1,0,0.6649,1.6064,48.1928,29,20,40,65.6914,44.9799,1,76.8624,59.0361,2,0
17,1,0,0,0,10.6195,1,174,93.5484,21.6561,6.6372,4,28.6745,9.292,7,1
35,2,1,51.8953,12.1951,65.8537,1,10,83.3333,72.0753,31.7073,1,83.9924,48.7805,3,0
35,1,0,1.3901,1.1749,70.235,35,24,48,31.158,34.4648,1,50.989,51.8277,1,0
31,2,0,0.595,1.8182,46.3636,8,4,25,80.1316,50,2,90.4084,72.7273,2,0
58,1,0,1.6449,4.8889,53.7778,18,14,42.4242,56.6714,49.3333,1,72.4663,65.7778,1,0
26,1,1,0.1178,2.0408,79.5918,1,6,75,83.7424,20.4082,3,93.0493,32.6531,3,0
49,1,0,4.5181,11.3786,35.6674,22,12,36.3636,67.3744,65.4267,1,84.8298,82.7133,1,0
35,1,0,0.2857,1.087,18.4783,1,6,75,95.5394,89.1304,1,98.5717,94.5652,2,0
40,1,0,0.2075,0.8511,47.234,16,14,48.2759,72.8497,57.8723,1,83.0784,73.1915,1,0
16,1,0,9.4364,23.0769,92.3077,0,1,100,87.5491,53.8462,2,99.2136,92.3077,3,0
50,1,0,4.4677,5.1948,98.7013,5,1,100,64.0051,58.4416,1,84.2205,76.6234,1,0
25,1,0,18.9587,30,37.1429,7,2,20,70.4135,47.1429,1,88.8821,71.4286,1,0
19,1,0,0.5174,4.1667,83.3333,1,0,0,94.3459,50,2,97.1175,70.8333,3,0
0,3,0,0.8769,2.4096,45.1807,10,19,54.2857,58.3456,38.5542,2,78.8779,60.8434,2,0
37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,0,75,0,1,100,100,100,1,100,100,1,1
66,2,0,0.9788,5.3097,47.7876,4,3,37.5,91.6101,87.6106,2,98.1023,96.4602,2,0
55,1,0,1.8032,2.1368,44.0171,11,8,34.7826,57.6759,65.3846,1,72.7273,75.2137,2,0
43,1,0,1.7071,10,47.5,3,6,75,89.6975,77.5,1,98.4127,95,1,0
58,1,0,0.2925,0.5076,75.6345,9,5,31.25,68.4583,74.6193,2,83.81,82.7411,2,1
28,1,0,3.3962,12.5,100,0,0,0,97.7358,87.5,4,100,100,4,0
38,1,0,0.945,7.8947,76.3158,2,2,50,86.0252,50,4,95.0458,68.4211,4,0
37,1,0,0.2181,1.2821,58.9744,5,2,50,97.1911,80.7692,2,99.3562,91.0256,4,0
20,1,0,0.5146,4.7619,61.9048,2,0,0,100,100,3,100,100,6,0
41,1,1,1.7097,7.4074,61.1111,1,5,83.3333,97.1231,88.8889,1,100,100,1,0
45,1,0,3.4468,5.4054,86.4865,1,1,50,84.1803,51.3514,2,92.9518,70.2703,2,0
37,2,0,0.0533,0.3077,44,14,5,25,64.3356,67.3846,1,81.6734,79.0769,1,0
47,2,0,0.5979,1.4706,70.5882,5,5,50,79.6833,63.2353,1,91.1315,76.4706,1,0
58,2,0,1.2419,2.9851,46.2687,6,1,12.5,84.7252,65.6716,1,100,100,1,0
22,1,1,2.5662,2.6667,58.6667,6,10,58.8235,59.0232,44,3,78.2492,58.6667,3,0
27,2,0,0.6202,0.9091,26.3636,7,17,62.963,56.7827,57.2727,1,73.7895,70.9091,1,0
29,2,0,6.364,2.8302,55.1887,12,9,36,91.2955,48.5849,3,96.2002,74.0566,3,0
0,3,0,1.7212,5.5556,61.1111,5,1,25,82.4097,63.8889,1,100,100,1,0
32,2,0,1.3449,1.4286,47.1429,4,8,47.0588,78.0465,60,2,89.458,75.7143,3,0
50,1,1,4.5068,7.0175,36.8421,6,17,51.5152,57.0529,42.1053,1,74.4394,65.7895,1,0
54,1,0,0.1675,4.3478,52.1739,2,5,71.4286,96.5459,65.2174,2,100,100,2,0
83,2,0,0.7419,0.9709,82.5243,6,1,16.6667,96.7805,86.4078,1,99.3986,96.1165,1,0
23,2,0,9.8492,4,64,2,0,0,94.1437,72,3,99.024,92,4,0
30,1,1,0.2608,1.2987,38.961,6,16,69.5652,78.7608,53.2468,3,91.1653,64.9351,4,0
44,1,0,0.406,1.1905,55.9524,9,4,30.7692,65.776,41.6667,3,88.8933,80.9524,3,0
22,1,0,1.0813,3.5294,47.0588,3,3,50,92.8456,84.7059,2,98.7565,91.7647,3,0
46,2,1,1.6749,4.142,49.7041,10,6,35.2941,64.0582,57.9882,3,91.7971,89.3491,3,0
17,1,1,9.3848,19.5455,77.7273,6,1,25,99.3171,92.7273,3,99.8537,97.2727,4,0
66,1,0,0.1825,1.2821,52.5641,6,3,33.3333,85.3789,79.4872,1,99.3067,94.8718,1,1
25,2,0,3.7423,8.9552,38.806,3,2,22.2222,83.443,67.1642,3,97.7773,92.5373,3,0
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,0,14.9989,18.75,48.4375,3,8,57.1429,68.1003,46.875,2,90.2529,71.875,2,1
20,1,0,10.0398,7.1429,78.5714,0,3,100,85.3877,35.7143,2,96.7197,78.5714,3,0
0,3,0,0.079,0.7937,45.2381,9,14,53.8462,83.9503,62.6984,2,92.8536,78.5714,3,0
64,1,0,0.2281,0.2793,67.8771,14,5,23.8095,64.0701,46.0894,1,90.9969,85.4749,2,0
52,1,0,0.4883,1.9231,75,6,5,62.5,80.8846,44.2308,2,94.2933,76.9231,2,0
52,1,1,1.144,0.8696,47.8261,7,5,50,83.6857,76.5217,1,96.0458,92.1739,1,0
43,2,1,1.8131,1.8987,51.2658,4,3,50,95.4787,88.6076,1,98.5814,93.6709,1,0
51,2,0,1.8405,11.1111,66.6667,0,3,100,89.5706,55.5556,2,100,100,2,0
49,1,1,5.8053,3.7975,62.8692,13,2,33.3333,65.67,62.0253,1,81.4799,75.5274,1,0
23,2,1,10.2381,4.7619,76.1905,0,5,100,50.2381,23.8095,1,76.9048,47.619,1,0
51,2,0,10.3913,12.7119,66.1017,4,5,38.4615,76.3652,72.8814,2,93.3066,90.678,3,0
44,1,0,0.2262,1.6393,70.4918,6,5,55.5556,91.7763,60.6557,1,96.2103,77.0492,1,0
22,2,0,0.1376,2.381,61.9048,2,2,50,99.4039,88.0952,2,100,100,4,0
29,2,0,0.8254,1.9231,46.1538,3,7,70,91.2698,76.9231,2,96.6667,88.4615,3,0
46,1,0,1.5366,1.4493,45.6522,12,6,28.5714,60.6892,52.8986,1,78.4127,73.913,1,0
62,2,1,1.1196,2.6316,44.7368,2,3,50,94.0819,89.4737,1,100,100,2,0
53,1,0,0.1164,0.5348,53.4759,9,14,51.8519,71.0669,68.4492,1,82.9292,80.2139,2,0
59,1,0,2.7385,5,75,2,1,33.3333,97.8799,85,4,100,100,5,0
29,1,0,7.1975,6.0241,77.1084,3,3,42.8571,83.7348,81.9277,1,95.6362,92.7711,5,0
17,2,0,4.712,5.2632,44.7368,4,9,69.2308,68.7958,39.4737,1,86.178,52.6316,1,0
32,2,0,0,0,0.0969,8,610,86.771,23.2893,20.3488,2,25.7797,21.7054,5,1
21,1,0,0.1718,0.2532,16.962,49,70,46.6667,19.3146,9.1139,1,29.9937,15.443,2,0
45,1,0,0.9325,6.8966,72.4138,2,3,75,87.9868,62.069,2,98.1898,89.6552,3,0
45,1,1,2.5904,3.125,57.5893,9,13,54.1667,74.671,62.5,2,94.6909,86.6071,3,0
49,1,0,0.9564,1.5823,44.6203,13,6,30,76.6024,69.3038,2,90.7213,84.4937,4,1
55,1,0,5.1046,6.383,42.5532,6,7,53.8462,94.1201,79.4326,2,98.5474,93.617,2,0
19,1,0,3.3333,11.1111,44.4444,0,5,100,87.8333,55.5556,3,100,100,5,0
28,2,0,27.7299,13.3987,61.4379,6,12,70.5882,91.9893,69.9346,2,95.2819,74.8366,2,0
32,1,0,49.4118,16.6667,66.6667,0,2,100,100,100,1,100,100,2,0
37,2,1,6.7323,6.9767,34.8837,4,0,0,84.7838,83.7209,1,100,100,2,0
44,1,1,0.6367,1.1628,61.6279,2,15,71.4286,48.8384,18.6047,3,72.2216,38.3721,3,0
51,2,0,0.2076,1.4286,77.1429,7,4,57.1429,86.2616,77.1429,3,99.7735,98.5714,4,0
57,2,0,0.3776,4.7619,55.9524,6,5,41.6667,91.4358,59.5238,1,99.1514,89.2857,1,0
45,2,1,0.1042,2,61,12,4,28.5714,84.6206,62,2,97.5219,81,3,0
54,2,0,2.5941,12.7273,56.3636,5,1,14.2857,79.5513,60,2,99.5793,98.1818,2,0
53,1,0,3.2828,3.096,65.6347,23,19,48.7179,28.6659,27.2446,1,46.2494,42.7245,1,0
63,1,0,4.4392,2.4691,77.7778,8,7,63.6364,42.238,37.037,2,65.0906,59.2593,2,0
20,1,0,2.8258,7.1429,46.4286,2,7,77.7778,94.6647,64.2857,2,98.9878,82.1429,3,0
21,1,1,18.464,11.1111,44.4444,2,1,33.3333,100,100,3,100,100,7,0
58,1,0,1.9116,1.0101,21.2121,4,1,12.5,94.1132,88.8889,2,100,100,2,0
42,2,0,0.1015,3.7037,66.6667,2,0,0,91.3749,74.0741,2,99.2897,96.2963,2,0
72,1,0,4.3854,3.8462,32.6923,4,7,53.8462,79.6844,71.1538,1,95.5814,86.5385,1,0
80,2,0,1.3304,3.3333,66.6667,4,0,0,89.1986,66.6667,1,100,100,2,0
61,1,0,2.0666,1.2987,28.5714,3,1,25,93.8259,92.2078,3,100,100,4,0
49,1,1,2.9566,2.439,51.2195,6,5,50,57.1981,41.4634,1,81.7629,63.4146,1,0
38,1,0,20.3442,7.8947,55.2632,4,2,28.5714,96.916,76.3158,2,100,100,2,0
52,2,0,0.4089,0.6329,21.519,5,1,16.6667,99.1383,98.1013,2,100,100,2,0
30,1,1,5.4149,10.2564,71.7949,3,4,57.1429,89.7217,74.359,4,97.7438,89.7436,5,0
20,2,0,28.1434,15.7895,42.1053,3,6,75,89.9682,57.8947,2,98.5928,84.2105,5,0
29,2,0,1.8697,4.4444,63.3333,6,6,54.5455,68.074,43.3333,1,86.7109,72.2222,1,0
53,1,0,0,0,5.1948,0,29,59.1837,41.2027,14.2857,5,64.3407,24.6753,10,1
17,1,0,4.9356,5.8824,52.9412,1,3,60,94.6352,88.2353,3,100,100,4,0
31,1,0,2.3831,5.6338,40.8451,12,36,75,55.0476,47.4178,1,73.4021,64.7887,2,0
49,1,0,0.6467,4.7619,61.9048,3,1,25,93.0041,90.4762,1,100,100,3,0
30,1,0,3.0853,1.5385,76.9231,3,3,60,98.3762,95.3846,1,100,100,3,0
47,2,0,0.3414,1.0204,40.8163,6,4,30.7692,86.4872,65.3061,1,97.367,86.7347,1,0
31,1,0,0.7363,4.3796,37.2263,6,5,38.4615,85.2271,81.0219,1,94.962,89.781,2,0
56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1.9065,1.8809,79.9373,10,8,50,80.3616,83.6991,1,91.4847,88.4013,1,0
52,1,1,7.9189,2.7027,64.8649,3,4,57.1429,67.7506,56.7568,1,94.0704,78.3784,2,0
32,2,0,5.0636,4.9315,67.8767,47,64,59.2593,48.2112,39.0411,1,58.9604,49.3151,1,1
45,1,1,6.6234,1.7857,73.2143,4,6,66.6667,62.0345,53.5714,2,92.9791,67.8571,2,0
21,2,1,12.4071,3.3333,73.3333,2,5,83.3333,96.7528,70,2,99.5477,90,2,0
30,1,0,40.192,12.5,93.75,1,1,100,83.4019,68.75,2,100,100,4,0
54,1,0,1.1571,3.1532,51.8018,17,8,36.3636,43.3279,50,1,64.1968,61.7117,1,0
46,1,0,3.562,0.5556,46.1111,7,8,50,81.1735,78.8889,3,93.1722,86.1111,3,0
54,2,0,0.4384,0.5556,39.4444,15,19,44.186,46.4795,18.8889,2,66.089,48.8889,2,0
44,2,0,0.7012,1.9231,65.3846,4,5,55.5556,67.3839,48.0769,1,83.0271,69.2308,2,0
20,2,0,0.47,10.5263,68.4211,0,6,100,95.7932,52.6316,4,99.389,89.4737,4,0
47,1,0,0.892,4.3478,70.2899,4,11,73.3333,89.057,70.2899,2,92.6888,73.913,3,0
22,1,0,43.0769,20,60,0,2,100,100,100,5,100,100,8,0
50,1,0,1.7852,2.0833,67.7083,5,6,40,65.6702,47.9167,3,85.52,70.8333,3,0
30,2,0,36.3871,5.3571,33.9286,6,10,50,92.7685,72.0238,2,97.9281,86.9048,2,0
25,2,0,0.4118,2,62,5,7,70,77.1448,72,1,91.2835,86,2,0
55,2,1,0.1683,1.3699,53.4247,5,0,0,96.6164,80.8219,1,100,100,1,0
36,1,0,7.7564,7.1429,55.3571,7,8,72.7273,79.6795,73.2143,1,94.7436,91.0714,1,0
59,1,0,0.615,3.5088,66.6667,2,3,60,97.2323,94.7368,1,100,100,2,0
51,2,0,12.6673,6.6667,40,3,5,55.5556,90.2288,83.3333,1,98.2599,93.3333,1,0
23,2,1,1.8164,4.7619,59.5238,3,2,40,82.9161,59.5238,2,93.9126,73.8095,2,0
56,1,0,0.6641,1.5267,69.4656,10,8,61.5385,37.681,38.1679,1,56.6742,52.6718,2,0
52,2,0,0.5684,3.6585,42.6829,5,6,40,72.697,54.878,1,92.5911,84.1463,1,0
53,1,0,13.1964,5.8824,17.6471,2,3,60,95.2588,88.2353,2,100,100,2,0
29,1,1,6.4455,7.1429,76.1905,0,5,71.4286,48.7373,19.0476,3,67.6969,33.3333,3,0
22,2,0,0.6919,3.2258,83.871,1,5,100,86.3225,29.0323,2,92.0436,45.1613,2,0
27,2,0,0.8764,2.5641,89.7436,1,0,0,52.2787,20.5128,1,73.4005,51.2821,2,0
55,2,0,0.5626,3.2258,61.2903,3,5,71.4286,89.9277,77.4194,3,100,100,3,0
45,1,1,0.5837,0.7353,54.4118,11,5,33.3333,77.3578,66.1765,1,92.2179,84.5588,1,0
38,1,0,2.1426,12.5,10.4167,6,2,22.2222,95.8168,79.1667,1,100,100,1,0
34,2,0,7.9946,7.5269,55.914,4,13,76.4706,95.1246,61.2903,2,97.5682,70.9677,3,0
31,2,1,0.1874,0.7813,46.0938,5,2,22.2222,89.3455,86.7188,1,98.8883,96.875,1,0
39,2,0,1.3672,5.5556,29.6296,5,3,50,94.6615,90.7407,1,100,100,3,0
54,1,0,0.4982,0.7663,73.5632,7,2,22.2222,84.7922,79.3103,2,97.2848,93.4866,2,0
45,2,1,1.7495,2.331,44.289,20,13,31.7073,39.5958,42.8904,1,61.1825,62.4709,1,0
33,1,0,10.4167,14.2857,71.4286,0,0,0,100,100,2,100,100,4,0
24,1,0,2.4647,1.9608,58.8235,8,10,50,73.4963,52.9412,1,93.5146,84.3137,1,0
42,2,0,0.3949,2.3256,62.0155,8,6,40,80.5583,62.7907,1,96.0513,83.7209,1,0
59,2,0,1.64,3.125,31.25,1,3,33.3333,80.4373,53.125,1,97.3448,84.375,1,0
23,2,0,3.3223,7.6923,84.6154,0,2,100,62.4585,38.4615,1,91.0299,76.9231,1,0
21,1,0,4.7048,18.9189,51.3514,2,12,85.7143,66.559,32.4324,1,80.4889,45.9459,1,0
53,2,0,2.6648,3.2258,51.6129,2,2,50,89.7135,74.1935,2,100,100,2,0
0,1,0,0.1032,1.1765,68.2353,5,7,53.8462,55.9583,42.3529,1,82.0278,54.1176,1,0
55,1,0,0.8276,0.7246,64.4928,11,12,63.1579,72.8942,48.5507,2,87.303,64.4928,3,0
24,2,0,2.919,2.8571,48.5714,6,4,40,87.4059,74.2857,1,97.5216,92.8571,4,0
49,2,1,11.1506,6.0904,52.8487,17,13,48.1481,75.0326,79.5678,1,87.442,84.0864,1,0
43,1,0,1.3649,3.3333,56.6667,2,0,0,100,100,1,100,100,1,0
35,1,0,15.2225,1.0101,51.5152,9,7,38.8889,52.9899,28.2828,1,70.2888,41.4141,2,0
34,1,0,22.5,14.2857,57.1429,0,3,100,96.875,85.7143,2,100,100,3,0
40,2,0,0.0273,0.9524,36.1905,2,2,40,99.9181,99.0476,2,100,100,2,0
36,2,1,0.1074,0.4049,67.6113,8,6,42.8571,84.3786,77.7328,1,94.2798,88.664,1,0
47,1,0,2.0919,0.625,63.125,16,27,71.0526,87.6352,56.25,2,92.6821,66.5625,2,0
79,1,0,0,0,62.5,2,0,0,78.7293,66.6667,1,94.291,87.5,1,1
50,2,1,2.3077,10.7143,100,4,0,0,81.6194,57.1429,1,96.9636,85.7143,1,0
27,1,0,11.5352,18.9024,23.7805,1,92,87.619,42.4961,10.9756,2,51.3839,16.4634,2,0
27,2,0,2.8253,5.7692,63.4615,4,3,37.5,80.6069,63.4615,3,93.7914,80.7692,5,0
46,1,0,0.0656,0.6452,56.129,9,21,61.7647,44.4142,40.6452,2,68.1818,55.4839,2,0
64,1,0,0.611,5.2083,50,10,3,23.0769,68.5752,45.8333,3,96.0053,88.5417,3,0
37,1,0,4.2603,10.1156,31.7919,7,2,22.2222,84.5489,81.5029,2,98.095,95.9538,3,0
24,2,0,3.3077,4.1667,79.1667,1,5,100,71.4708,41.6667,2,88.0095,70.8333,3,0
49,1,1,0.2156,1.6129,47.5806,11,7,36.8421,58.3589,53.2258,2,86.3731,69.3548,2,0
43,2,0,14.0618,17.5719,57.508,8,3,27.2727,91.0405,83.3866,3,99.0555,97.4441,4,0
61,1,0,1.9741,4.7619,78.5714,4,5,71.4286,69.1967,33.3333,1,86.9299,64.2857,1,0
22,1,0,9.3493,6.0606,42.4242,4,4,50,79.9551,72.7273,2,100,100,3,0
0,3,0,2.8879,6.5574,59.0164,4,9,64.2857,81.4977,57.377,2,92.1131,78.6885,2,0
19,2,0,6.97,13.6364,45.4545,2,0,0,100,100,4,100,100,7,0
45,1,0,10.9305,7.1429,44.1964,17,11,30.5556,69.5192,58.0357,1,86.5901,70.3125,1,0
46,2,0,4.1899,9.0909,77.2727,2,1,33.3333,73.0447,50,2,95.9497,90.9091,4,0
25,2,0,1.4415,3.3333,53.3333,5,4,44.4444,69.0336,63.3333,1,90.977,85,2,0
21,1,1,66.5511,52,48,2,0,0,99.9825,96,4,100,100,8,0
24,1,0,14.8201,20,92,0,0,0,62.7338,36,4,81.0072,56,5,0
22,1,1,21.5382,4.2553,53.1915,2,5,71.4286,64.0124,36.1702,2,89.8621,63.8298,3,0
33,2,0,2.2984,2.6316,30.7018,8,3,23.0769,86.8239,71.9298,3,97.0872,91.2281,4,0
